accession,spec count,peptide num,avg int m/z_126.127726,avg int m/z_127.124761,avg int m/z_127.131081,avg int m/z_128.128116,avg int m/z_128.134436,avg int m/z_129.131471,avg int m/z_129.13779,avg int m/z_130.134825,avg int m/z_130.141145,avg int m/z_131.13818,avg int m/z_131.1445,avg int m/z_132.141535,avg int m/z_132.147855,avg int m/z_133.14489,avg int m/z_133.15121,avg int m/z_134.148245,norm int m/z_126.127726,norm int m/z_127.124761,norm int m/z_127.131081,norm int m/z_128.128116,norm int m/z_128.134436,norm int m/z_129.131471,norm int m/z_129.13779,norm int m/z_130.134825,norm int m/z_130.141145,norm int m/z_131.13818,norm int m/z_131.1445,norm int m/z_132.141535,norm int m/z_132.147855,norm int m/z_133.14489,norm int m/z_133.15121,norm int m/z_134.148245,description
Q80ZJ2,1,1,2767,3140,2101,21401,3737,4188,1992,4884,3303,9932,4189,8332,2779,3109,4784,5237,3372,3862,3562,15924,2839,4966,2572,5828,4506,6575,4766,6685,4081,2888,3044,5429,Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1
Q9DC70,2,2,3037,2348.5,864.5,4516.5,2319,1520.5,1789.5,2567.5,1894,2858,1294.5,2794,1425,1636,2356,1717,3701,2889,1465,3360,1761.5,1803,2310,3063.5,2583.5,1892,1472.5,2241.5,2092.5,1519.5,1499,1779.5,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs7 PE=1 SV=1"
Q8BYI9-2,4,4,1455,1250.25,1440,5691.75,2189.5,1330.75,1756.25,1595.75,1244.75,2662,1178.75,1537.75,1207,1393,1419.25,1075.5,1773,1537.75,2441.5,4234.75,1663,1577.5,2267.25,1903.75,1698,1762.25,1341,1233.5,1772.5,1293.75,903,1114.5,Isoform 2 of Tenascin-R OS=Mus musculus OX=10090 GN=Tnr
Q8BYI9,4,4,1455,1250.25,1440,5691.75,2189.5,1330.75,1756.25,1595.75,1244.75,2662,1178.75,1537.75,1207,1393,1419.25,1075.5,1773,1537.75,2441.5,4234.75,1663,1577.5,2267.25,1903.75,1698,1762.25,1341,1233.5,1772.5,1293.75,903,1114.5,Tenascin-R OS=Mus musculus OX=10090 GN=Tnr PE=1 SV=2
E9Q3E2,5,5,643.75,947.75,715.5,1306.5,3346.25,733.75,1818.75,621.25,752,1825.75,1182,1266,567.25,1111.5,1000.75,165,784.5,1165.75,1213,971.75,2542.25,869.75,2348.25,741.25,1026,1208.75,1344.75,1015.25,832.75,1032.5,636.75,171,Synaptopodin OS=Mus musculus OX=10090 GN=Synpo PE=1 SV=1
Q5SXY1-2,5,5,646.4,1504.4,730.2,3764.6,886.2,2246.6,565,988,1050.4,3115,979,1364.8,470.2,1529.4,1198.4,951.4,787.4,1850.2,1237.4,2800.8,672.8,2664.2,729.4,1178.4,1432.4,2062,1113.6,1094.8,690.2,1420.6,762.2,986,Isoform 2 of Cytospin-B OS=Mus musculus OX=10090 GN=Specc1
A0A0J9YUF8,5,5,646.4,1504.4,730.2,3764.6,886.2,2246.6,565,988,1050.4,3115,979,1364.8,470.2,1529.4,1198.4,951.4,787.4,1850.2,1237.4,2800.8,672.8,2664.2,729.4,1178.4,1432.4,2062,1113.6,1094.8,690.2,1420.6,762.2,986,Sperm antigen with calponin homology and coiled-coil domains 1 OS=Mus musculus OX=10090 GN=Specc1 PE=1 SV=1
A0A0J9YTU3,5,5,646.4,1504.4,730.2,3764.6,886.2,2246.6,565,988,1050.4,3115,979,1364.8,470.2,1529.4,1198.4,951.4,787.4,1850.2,1237.4,2800.8,672.8,2664.2,729.4,1178.4,1432.4,2062,1113.6,1094.8,690.2,1420.6,762.2,986,Sperm antigen with calponin homology and coiled-coil domains 1 OS=Mus musculus OX=10090 GN=Specc1 PE=1 SV=1
Q5SXY1,5,5,646.4,1504.4,730.2,3764.6,886.2,2246.6,565,988,1050.4,3115,979,1364.8,470.2,1529.4,1198.4,951.4,787.4,1850.2,1237.4,2800.8,672.8,2664.2,729.4,1178.4,1432.4,2062,1113.6,1094.8,690.2,1420.6,762.2,986,Cytospin-B OS=Mus musculus OX=10090 GN=Specc1 PE=1 SV=2
Q8CHU3-2,3,3,870.67,1061.67,862.67,1653,2482.33,687,1468.67,1492.67,887,2346.67,1064.33,1866,1105.67,1550.67,1424,1193.67,1061,1305.33,1462.33,1229.33,1885.67,814.33,1896,1780.67,1210,1553,1210.33,1497,1623.33,1440,905.67,1237,Isoform 2 of Epsin-2 OS=Mus musculus OX=10090 GN=Epn2
Q5NCM6,3,3,870.67,1061.67,862.67,1653,2482.33,687,1468.67,1492.67,887,2346.67,1064.33,1866,1105.67,1550.67,1424,1193.67,1061,1305.33,1462.33,1229.33,1885.67,814.33,1896,1780.67,1210,1553,1210.33,1497,1623.33,1440,905.67,1237,Epsin 2 OS=Mus musculus OX=10090 GN=Epn2 PE=1 SV=1
Q5NCM5,3,3,870.67,1061.67,862.67,1653,2482.33,687,1468.67,1492.67,887,2346.67,1064.33,1866,1105.67,1550.67,1424,1193.67,1061,1305.33,1462.33,1229.33,1885.67,814.33,1896,1780.67,1210,1553,1210.33,1497,1623.33,1440,905.67,1237,Epsin 2 OS=Mus musculus OX=10090 GN=Epn2 PE=1 SV=1
J3QNT7,3,3,870.67,1061.67,862.67,1653,2482.33,687,1468.67,1492.67,887,2346.67,1064.33,1866,1105.67,1550.67,1424,1193.67,1061,1305.33,1462.33,1229.33,1885.67,814.33,1896,1780.67,1210,1553,1210.33,1497,1623.33,1440,905.67,1237,Epsin 2 OS=Mus musculus OX=10090 GN=Epn2 PE=1 SV=1
J3QMN6,1,1,1496,1223,780,2398,3211,1045,2553,2217,1462,3528,2367,2624,1240,2613,2402,1796,1823,1504,1322,1784,2439,1239,3296,2645,1994,2335,2693,2105,1821,2427,1528,1862,Flavin-containing monooxygenase OS=Mus musculus OX=10090 GN=Fmo6 PE=1 SV=1
Q61884,1,1,2629,2002,1457,2427,2875,2479,1527,1569,2103,4069,3157,3426,1967,3219,3247,3575,3204,2462,2470,1805,2184,2940,1971,1872,2869,2693,3592,2749,2888,2990,2066,3706,Meiosis-specific nuclear structural protein 1 OS=Mus musculus OX=10090 GN=Mns1 PE=1 SV=1
Reverse_sp|P48964|MPIP1_MOUSE,1,1,611,1028,556,1172,977,224,1008,763,571,1671,896,750,580,944,1130,1220,744,1264,942,872,742,265,1301,910,779,1106,1019,601,851,877,719,1264,M-phase inducer phosphatase 1 OS=Mus musculus OX=10090 GN=Cdc25a PE=2 SV=2
Reverse_tr|Q3UQK4|Q3UQK4_MOUSE,1,1,611,1028,556,1172,977,224,1008,763,571,1671,896,750,580,944,1130,1220,744,1264,942,872,742,265,1301,910,779,1106,1019,601,851,877,719,1264,M-phase inducer phosphatase OS=Mus musculus OX=10090 GN=Cdc25a PE=2 SV=1
Q9QXK2,1,1,0,0,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282,NA,NA,NA,NA,NA,NA,E3 ubiquitin-protein ligase RAD18 OS=Mus musculus OX=10090 GN=Rad18 PE=1 SV=2
F6ZKR0,1,1,0,0,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282,NA,NA,NA,NA,NA,NA,RAD18 E3 ubiquitin protein ligase (Fragment) OS=Mus musculus OX=10090 GN=Rad18 PE=1 SV=1
E9Q392,1,1,0,0,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282,NA,NA,NA,NA,NA,NA,E3 ubiquitin-protein ligase RAD18 OS=Mus musculus OX=10090 GN=Rad18 PE=1 SV=1
Q11136,1,1,443,961,680,2765,3750,1680,1578,2455,1011,3503,1222,1168,2458,1660,2525,2050,539,1182,1153,2057,2849,1992,2037,2929,1379,2319,1390,937,3609,1542,1606,2125,Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3
P97861,4,4,4748,5851.25,8044.5,21401.5,8162.75,5775.75,4139,3337,5451.75,4888,4580,6224.75,2803.25,3434.25,13293,5702.5,5786.5,7198,13640.25,15924,6201.5,6849.5,5344,3981.75,7438.5,3236,5211,4994.25,4116.5,3190,8459.5,5912,"Keratin, type II cuticular Hb6 OS=Mus musculus OX=10090 GN=Krt86 PE=2 SV=2"
E9Q1Y9,4,4,4748,5851.25,8044.5,21401.5,8162.75,5775.75,4139,3337,5451.75,4888,4580,6224.75,2803.25,3434.25,13293,5702.5,5786.5,7198,13640.25,15924,6201.5,6849.5,5344,3981.75,7438.5,3236,5211,4994.25,4116.5,3190,8459.5,5912,Keratin 83 OS=Mus musculus OX=10090 GN=Krt83 PE=1 SV=1
Q9ERE2,4,4,4748,5851.25,8044.5,21401.5,8162.75,5775.75,4139,3337,5451.75,4888,4580,6224.75,2803.25,3434.25,13293,5702.5,5786.5,7198,13640.25,15924,6201.5,6849.5,5344,3981.75,7438.5,3236,5211,4994.25,4116.5,3190,8459.5,5912,"Keratin, type II cuticular Hb1 OS=Mus musculus OX=10090 GN=Krt81 PE=2 SV=2"
Reverse_sp|Q8BSE0|RMD2_MOUSE,1,1,1761,734,696,703,1960,1000,1433,1169,1360,2257,883,2444,797,1321,1207,943,2146,902,1180,523,1489,1186,1850,1394,1855,1494,1004,1961,1170,1227,768,977,Regulator of microtubule dynamics protein 2 OS=Mus musculus OX=10090 GN=Rmdn2 PE=1 SV=1
Reverse_tr|A0A286YDW5|A0A286YDW5_MOUSE,1,1,1761,734,696,703,1960,1000,1433,1169,1360,2257,883,2444,797,1321,1207,943,2146,902,1180,523,1489,1186,1850,1394,1855,1494,1004,1961,1170,1227,768,977,Regulator of microtubule dynamics 2 (Fragment) OS=Mus musculus OX=10090 GN=Rmdn2 PE=1 SV=1
Reverse_tr|A0A286YD39|A0A286YD39_MOUSE,1,1,1761,734,696,703,1960,1000,1433,1169,1360,2257,883,2444,797,1321,1207,943,2146,902,1180,523,1489,1186,1850,1394,1855,1494,1004,1961,1170,1227,768,977,Regulator of microtubule dynamics 2 (Fragment) OS=Mus musculus OX=10090 GN=Rmdn2 PE=1 SV=1
P10630-2,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,Isoform 2 of Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2
Q8BTU6,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,RNA helicase OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=1
E9PV04,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3l1 PE=3 SV=2
D6RJ60,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,RNA helicase OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=1
D6RJ11,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,RNA helicase OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=1
A2AFK7,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,RNA helicase (Fragment) OS=Mus musculus OX=10090 GN=Eif4a3 PE=1 SV=1
A0A338P6X5,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,ATP-dependent RNA helicase (Fragment) OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=1
A0A0N4SVP8,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3l2 PE=3 SV=1
A0A0N4SVM5,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,RNA helicase (Fragment) OS=Mus musculus OX=10090 GN=Eif4a3l1 PE=4 SV=1
Q91VC3,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,Eukaryotic initiation factor 4A-III OS=Mus musculus OX=10090 GN=Eif4a3 PE=1 SV=3
P60843,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1
P10630,1,1,837,288,988,1108,1411,659,1246,430,311,1552,611,744,621,1054,598,649,1020,354,1675,824,1072,781,1608,513,424,1027,695,596,912,979,380,672,Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=2
Q9WUV2,1,1,1200,1710,2463,3164,4389,1728,2020,2252,1840,2966,1658,2962,1834,1346,5036,1710,1462,2103,4176,2354,3334,2049,2608,2687,2510,1963,1886,2376,2693,1250,3205,1772,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 OS=Mus musculus OX=10090 GN=St6galnac3 PE=1 SV=2"
A0A0H2UKC4,1,1,1200,1710,2463,3164,4389,1728,2020,2252,1840,2966,1658,2962,1834,1346,5036,1710,1462,2103,4176,2354,3334,2049,2608,2687,2510,1963,1886,2376,2693,1250,3205,1772,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (Fragment) OS=Mus musculus OX=10090 GN=St6galnac3 PE=1 SV=1"
Reverse_sp|P20181|NTF3_MOUSE,1,1,1071,116,3400,3045,6816,559,5347,3665,780,1925,366,476,2957,962,1068,663,1305,142,5765,2265,5178,662,6904,4373,1064,1274,416,381,4342,893,679,687,Neurotrophin-3 OS=Mus musculus OX=10090 GN=Ntf3 PE=1 SV=1
Reverse_tr|Q3V1A4|Q3V1A4_MOUSE,1,1,1071,116,3400,3045,6816,559,5347,3665,780,1925,366,476,2957,962,1068,663,1305,142,5765,2265,5178,662,6904,4373,1064,1274,416,381,4342,893,679,687,Neurotrophin-3 OS=Mus musculus OX=10090 GN=Ntf3 PE=2 SV=1
F6W1A2,1,1,318,0,0,5300,107,0,0,0,339,661,500,433,0,308,0,263,387,NA,NA,3943,81,NA,NA,NA,462,437,568,347,NA,286,NA,272,Hook microtubule tethering protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Hook3 PE=1 SV=2
A0A0U1RP98,2,2,3062,2360,2548.5,2962,3158.5,2651.5,2329,4543.5,4827,5786.5,5131,6644,5417.5,3298.5,4137,4845,3732,2902.5,4321,2203.5,2399.5,3144,3007,5421.5,6586,3830.5,5838,5330.5,7956,3064,2632.5,5022.5,"Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (Fragment) OS=Mus musculus OX=10090 GN=Slc3a2 PE=1 SV=1"
A0A0U1RPL8,2,2,3062,2360,2548.5,2962,3158.5,2651.5,2329,4543.5,4827,5786.5,5131,6644,5417.5,3298.5,4137,4845,3732,2902.5,4321,2203.5,2399.5,3144,3007,5421.5,6586,3830.5,5838,5330.5,7956,3064,2632.5,5022.5,"Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (Fragment) OS=Mus musculus OX=10090 GN=Slc3a2 PE=1 SV=1"
P19253,1,1,4782,4614,2583,3261,3707,3792,3125,5022,4322,6555,5861,4952,4730,3910,5083,6266,5828,5676,4379,2426,2816,4497,4035,5992,5897,4339,6669,3973,6946,3632,3234,6496,Large ribosomal subunit protein uL13 OS=Mus musculus OX=10090 GN=Rpl13a PE=1 SV=4
A0A1B0GTA1,1,1,4782,4614,2583,3261,3707,3792,3125,5022,4322,6555,5861,4952,4730,3910,5083,6266,5828,5676,4379,2426,2816,4497,4035,5992,5897,4339,6669,3973,6946,3632,3234,6496,Large ribosomal subunit protein uL13 (Fragment) OS=Mus musculus OX=10090 GN=Rpl13a PE=3 SV=1
A0A1B0GSQ6,1,1,4782,4614,2583,3261,3707,3792,3125,5022,4322,6555,5861,4952,4730,3910,5083,6266,5828,5676,4379,2426,2816,4497,4035,5992,5897,4339,6669,3973,6946,3632,3234,6496,Large ribosomal subunit protein uL13 (Fragment) OS=Mus musculus OX=10090 GN=Rpl13a PE=3 SV=1
A0A1B0GSF0,1,1,4782,4614,2583,3261,3707,3792,3125,5022,4322,6555,5861,4952,4730,3910,5083,6266,5828,5676,4379,2426,2816,4497,4035,5992,5897,4339,6669,3973,6946,3632,3234,6496,Ribosomal protein L13A OS=Mus musculus OX=10090 GN=Rpl13a PE=3 SV=1
A0A1B0GSB2,1,1,4782,4614,2583,3261,3707,3792,3125,5022,4322,6555,5861,4952,4730,3910,5083,6266,5828,5676,4379,2426,2816,4497,4035,5992,5897,4339,6669,3973,6946,3632,3234,6496,Large ribosomal subunit protein uL13 OS=Mus musculus OX=10090 GN=Rpl13a PE=1 SV=1
A0A1B0GS68,1,1,4782,4614,2583,3261,3707,3792,3125,5022,4322,6555,5861,4952,4730,3910,5083,6266,5828,5676,4379,2426,2816,4497,4035,5992,5897,4339,6669,3973,6946,3632,3234,6496,Fms-related tyrosine kinase 3 ligand OS=Mus musculus OX=10090 GN=Gm45713 PE=2 SV=1
A0A1B0GQW6,1,1,4782,4614,2583,3261,3707,3792,3125,5022,4322,6555,5861,4952,4730,3910,5083,6266,5828,5676,4379,2426,2816,4497,4035,5992,5897,4339,6669,3973,6946,3632,3234,6496,Ribosomal protein L13A (Fragment) OS=Mus musculus OX=10090 GN=Rpl13a PE=4 SV=2
A0A1W2P831,2,2,7936.5,2841,2167.5,11808,4561.5,1669.5,5640,4110,3175,5833,4957.5,6431,3263.5,6157.5,6036.5,5903.5,9673,3494.5,3674.5,8786,3465.5,1979.5,7282,4904,4332,3861.5,5640.5,5159.5,4792.5,5720.5,3841,6120,Paralemmin-1 (Fragment) OS=Mus musculus OX=10090 GN=Palm PE=1 SV=1
A0A1W2P879,2,2,7936.5,2841,2167.5,11808,4561.5,1669.5,5640,4110,3175,5833,4957.5,6431,3263.5,6157.5,6036.5,5903.5,9673,3494.5,3674.5,8786,3465.5,1979.5,7282,4904,4332,3861.5,5640.5,5159.5,4792.5,5720.5,3841,6120,Paralemmin-1 (Fragment) OS=Mus musculus OX=10090 GN=Palm PE=1 SV=1
Q8R429,5,5,656,713.2,645.4,1055.2,1696.2,1362.8,1155.4,944,956.8,1456,938.8,846.4,739.2,968,880,677,799.2,877,1094,784.8,1288.4,1615.8,1491.4,1126.2,1305,963.6,1067.8,678.8,1085.2,898.8,559.6,701.4,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Mus musculus OX=10090 GN=Atp2a1 PE=1 SV=1
contaminant_GR78_YEAST,3,3,3696,3428,2109.67,13196.33,6825.33,2410.33,3870.67,4154.67,3109,6342.67,4214.67,5612.33,2332.67,4270.67,5573.67,3805,4504.33,4216.67,3576.67,9818.67,5185.67,2858,4997.33,4957.33,4241.67,4198.67,4795.33,4503,3425.33,3967,3546.67,3944.67,owl|P16474| 78 KD GLUCOSE REGULATED PROTEIN HOMOLOG PRECURSOR (GRP 78) (IMMUNOGLOBULIN...
Q7TN12,1,1,795,790,506,1540,3654,936,1398,1593,1031,2400,2326,2285,1708,2629,2736,2618,969,971,858,1145,2776,1110,1805,1900,1406,1588,2646,1833,2508,2442,1741,2714,Innate immunity activator protein OS=Mus musculus OX=10090 GN=Inava PE=2 SV=1
G3X9Z8,1,1,795,790,506,1540,3654,936,1398,1593,1031,2400,2326,2285,1708,2629,2736,2618,969,971,858,1145,2776,1110,1805,1900,1406,1588,2646,1833,2508,2442,1741,2714,Innate immunity activator OS=Mus musculus OX=10090 GN=Inava PE=1 SV=1
Q9JI33,1,1,275,422,493,683,707,0,365,797,291,768,576,957,573,798,1210,834,335,519,835,508,537,NA,471,951,397,508,655,767,841,741,770,864,Netrin-4 OS=Mus musculus OX=10090 GN=Ntn4 PE=1 SV=2
D3Z053,1,1,275,422,493,683,707,0,365,797,291,768,576,957,573,798,1210,834,335,519,835,508,537,NA,471,951,397,508,655,767,841,741,770,864,Netrin 4 (Fragment) OS=Mus musculus OX=10090 GN=Ntn4 PE=1 SV=1
Q6IR34-2,1,1,3036,2950,1943,2424,6263,2804,4022,3962,3965,6581,4952,3662,3873,4430,2400,5705,3700,3629,3294,1803,4758,3325,5193,4727,5410,4357,5634,2938,5687,4115,1527,5914,Isoform 2 of G-protein-signaling modulator 1 OS=Mus musculus OX=10090 GN=Gpsm1
F6SX81,1,1,3036,2950,1943,2424,6263,2804,4022,3962,3965,6581,4952,3662,3873,4430,2400,5705,3700,3629,3294,1803,4758,3325,5193,4727,5410,4357,5634,2938,5687,4115,1527,5914,"G-protein signalling modulator 1 (AGS3-like, C. elegans) (Fragment) OS=Mus musculus OX=10090 GN=Gpsm1 PE=1 SV=1"
Q6IR34,1,1,3036,2950,1943,2424,6263,2804,4022,3962,3965,6581,4952,3662,3873,4430,2400,5705,3700,3629,3294,1803,4758,3325,5193,4727,5410,4357,5634,2938,5687,4115,1527,5914,G-protein-signaling modulator 1 OS=Mus musculus OX=10090 GN=Gpsm1 PE=1 SV=3
Q6IR34-5,1,1,3036,2950,1943,2424,6263,2804,4022,3962,3965,6581,4952,3662,3873,4430,2400,5705,3700,3629,3294,1803,4758,3325,5193,4727,5410,4357,5634,2938,5687,4115,1527,5914,Isoform 5 of G-protein-signaling modulator 1 OS=Mus musculus OX=10090 GN=Gpsm1
Q6IR34-4,1,1,3036,2950,1943,2424,6263,2804,4022,3962,3965,6581,4952,3662,3873,4430,2400,5705,3700,3629,3294,1803,4758,3325,5193,4727,5410,4357,5634,2938,5687,4115,1527,5914,Isoform 4 of G-protein-signaling modulator 1 OS=Mus musculus OX=10090 GN=Gpsm1
Q6IR34-3,1,1,3036,2950,1943,2424,6263,2804,4022,3962,3965,6581,4952,3662,3873,4430,2400,5705,3700,3629,3294,1803,4758,3325,5193,4727,5410,4357,5634,2938,5687,4115,1527,5914,Isoform 3 of G-protein-signaling modulator 1 OS=Mus musculus OX=10090 GN=Gpsm1
Reverse_sp|Q14DN9-2|AKD1B_MOUSE,1,1,0,0,0,0,742,0,0,0,0,0,696,0,0,0,0,0,NA,NA,NA,NA,563,NA,NA,NA,NA,NA,791,NA,NA,NA,NA,NA,Isoform 2 of Ankyrin repeat and death domain-containing protein 1B OS=Mus musculus OX=10090 GN=Ankdd1b
Reverse_tr|A0A5F8MPB6|A0A5F8MPB6_MOUSE,1,1,0,0,0,0,742,0,0,0,0,0,696,0,0,0,0,0,NA,NA,NA,NA,563,NA,NA,NA,NA,NA,791,NA,NA,NA,NA,NA,Ankyrin repeat and death domain containing 1B (Fragment) OS=Mus musculus OX=10090 GN=Ankdd1b PE=4 SV=1
Reverse_sp|Q14DN9|AKD1B_MOUSE,1,1,0,0,0,0,742,0,0,0,0,0,696,0,0,0,0,0,NA,NA,NA,NA,563,NA,NA,NA,NA,NA,791,NA,NA,NA,NA,NA,Ankyrin repeat and death domain-containing protein 1B OS=Mus musculus OX=10090 GN=Ankdd1b PE=2 SV=3
O08795-2,3,3,694,1025.33,350.33,4316.67,769.33,999,591,894.67,741.33,2196.33,1274.33,1292.33,665.33,1206.67,826.33,1061.67,845.33,1261,593.33,3211.33,584.33,1184.33,763,1067.33,1011.33,1453.33,1449.67,1036.33,976.33,1120.67,525.33,1100.33,Isoform 2 of Glucosidase 2 subunit beta OS=Mus musculus OX=10090 GN=Prkcsh
O08795,3,3,694,1025.33,350.33,4316.67,769.33,999,591,894.67,741.33,2196.33,1274.33,1292.33,665.33,1206.67,826.33,1061.67,845.33,1261,593.33,3211.33,584.33,1184.33,763,1067.33,1011.33,1453.33,1449.67,1036.33,976.33,1120.67,525.33,1100.33,Glucosidase 2 subunit beta OS=Mus musculus OX=10090 GN=Prkcsh PE=1 SV=1
Q8CGD2,1,1,810,1368,1023,1882,1196,1329,356,1094,910,2466,381,1162,409,979,865,781,987,1682,1734,1400,908,1576,459,1305,1241,1632,433,932,600,909,550,809,Cysteine-rich secretory protein LCCL domain-containing 1 OS=Mus musculus OX=10090 GN=Crispld1 PE=2 SV=1
Reverse_sp|P70205|PACR_MOUSE,1,1,628,1256,863,1408,13459,403,9820,9390,1275,2361,12339,14507,7194,15587,10285,12048,765,1545,1463,1047,10226,477,12680,11205,1739,1563,14040,11640,10565,14481,6545,12491,Pituitary adenylate cyclase-activating polypeptide type I receptor OS=Mus musculus OX=10090 GN=Adcyap1r1 PE=1 SV=1
Reverse_tr|Q6NXJ9|Q6NXJ9_MOUSE,1,1,628,1256,863,1408,13459,403,9820,9390,1275,2361,12339,14507,7194,15587,10285,12048,765,1545,1463,1047,10226,477,12680,11205,1739,1563,14040,11640,10565,14481,6545,12491,Pituitary adenylate cyclase-activating polypeptide type I receptor OS=Mus musculus OX=10090 GN=Adcyap1r1 PE=1 SV=1
Reverse_tr|E9Q968|E9Q968_MOUSE,1,1,628,1256,863,1408,13459,403,9820,9390,1275,2361,12339,14507,7194,15587,10285,12048,765,1545,1463,1047,10226,477,12680,11205,1739,1563,14040,11640,10565,14481,6545,12491,Pituitary adenylate cyclase-activating polypeptide type I receptor OS=Mus musculus OX=10090 GN=Adcyap1r1 PE=1 SV=1
Reverse_tr|E9Q4B3|E9Q4B3_MOUSE,1,1,628,1256,863,1408,13459,403,9820,9390,1275,2361,12339,14507,7194,15587,10285,12048,765,1545,1463,1047,10226,477,12680,11205,1739,1563,14040,11640,10565,14481,6545,12491,Pituitary adenylate cyclase-activating polypeptide type I receptor OS=Mus musculus OX=10090 GN=Adcyap1r1 PE=1 SV=1
Reverse_tr|E9Q3E8|E9Q3E8_MOUSE,1,1,628,1256,863,1408,13459,403,9820,9390,1275,2361,12339,14507,7194,15587,10285,12048,765,1545,1463,1047,10226,477,12680,11205,1739,1563,14040,11640,10565,14481,6545,12491,Adenylate cyclase activating polypeptide 1 receptor 1 OS=Mus musculus OX=10090 GN=Adcyap1r1 PE=1 SV=1
Reverse_tr|E9PVE8|E9PVE8_MOUSE,1,1,628,1256,863,1408,13459,403,9820,9390,1275,2361,12339,14507,7194,15587,10285,12048,765,1545,1463,1047,10226,477,12680,11205,1739,1563,14040,11640,10565,14481,6545,12491,Pituitary adenylate cyclase-activating polypeptide type I receptor OS=Mus musculus OX=10090 GN=Adcyap1r1 PE=1 SV=1
Reverse_sp|E9Q5G7|OOG1_MOUSE,1,1,426,0,642,753,445,0,563,678,550,909,709,655,1627,1593,989,792,519,NA,1088,560,338,NA,726,809,750,601,806,525,2389,1480,629,821,Oogenesin-1 OS=Mus musculus OX=10090 GN=Oog1 PE=1 SV=1
Reverse_tr|Q5RJV9|Q5RJV9_MOUSE,1,1,426,0,642,753,445,0,563,678,550,909,709,655,1627,1593,989,792,519,NA,1088,560,338,NA,726,809,750,601,806,525,2389,1480,629,821,Oog1 protein OS=Mus musculus OX=10090 GN=Gm2042 PE=2 SV=1
